"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.ASOC.age_4874955","CONS.ASOC.sex_4874955","CONS.ASOC.distance_4874955","CONS.SOCIAL.age_4874955","CONS.SOCIAL.sex_4874955","CONS.SOCIAL.distance_4874955","OFFs1","OFFs2","OFFASOC.age_4874955","OFFASOC.sex_4874955","OFFASOC.distance_4874955","OFFSOCIAL.age_4874955","OFFSOCIAL.sex_4874955","OFFSOCIAL.distance_4874955","convergence","loglik","Baseline.parameter1","s1","s2","ASOCIALage_4874955","ASOCIALsex_4874955","ASOCIALdistance_4874955","SOCIALage_4874955","SOCIALsex_4874955","SOCIALdistance_4874955","SE.Baseline.parameter1","SEs1","SEs2","SEasocialage_4874955","SEasocialsex_4874955","SEasocialdistance_4874955","SEsocialage_4874955","SEsocialsex_4874955","SEsocialdistance_4874955","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"8",8,"unconstrained","1:2","constant",1,2,3,4,5,6,0,7,0,0,0,0,0,0,0,0,TRUE,646.062845853565,1713872785.46574,0.0206715196233435,0.031211870306285,-0.457702240037818,0.0915373521732225,0.240929176061526,-0.345146373584543,0,1.2532378146826,NA,NA,NA,NA,NA,NA,NA,0,NA,1308.12569170713,1314.12569170713,206.857649315509,1.20623571001089e-45,1.18465476778194e-45
"175",175,"additive","1:2","constant",1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,652.366912136717,1713872785.46574,0.162035784622203,0.0312152113071691,0,0,0.335149855848129,0,0,0,NA,NA,NA,0,0,NA,0,0,0,1312.73382427343,1314.162395702,206.894353310383,1.18430076599976e-45,1.16311226511172e-45
"151",151,"additive","0:1","constant",0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,652.413368479541,1713872785.46574,0,0.0312230023300171,0,0.0642420092166575,0.241403692851376,0,0,0,NA,0,NA,0,NA,NA,0,0,0,1312.82673695908,1314.25530838765,206.987265996031,1.13054089542491e-45,1.11031422036535e-45
"101",101,"unconstrained","0:1","constant",0,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,TRUE,651.160590460819,1713872785.46574,0,0.031199795516953,-0.23802567153684,0,0.319036608508221,0,-0.169093668726803,0,NA,0,NA,NA,0,NA,0,NA,0,1312.32118092164,1314.54340314386,207.275360752238,9.7887513168209e-46,9.61361931325918e-46
"34",34,"unconstrained","1:2","constant",1,2,3,4,5,0,0,6,0,0,0,0,0,0,0,0,TRUE,648.149266916806,1713872785.46574,0.212674255899721,0.0311996443013775,-0.333802968166538,0.175175196951373,0.466775928975758,0,0,0.714414018385098,NA,NA,NA,NA,NA,NA,0,0,NA,1310.29853383361,1314.77853383361,207.51049144199,8.70300663972728e-46,8.54729985543016e-46
"106",106,"additive","0:1","constant",0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,651.368294937002,1713872785.46574,0,0.0311627948298363,-0.367482740499958,0.12501549841592,0.432332540423453,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,1312.736589874,1314.95881209623,207.690769704606,7.9528426072998e-46,7.81055711911562e-46
"138",138,"unconstrained","1:2","constant",1,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,TRUE,651.417941612368,1713872785.46574,0.155725288547314,0.0311933637977225,-0.290574448816606,0,0,0,-0.157291036388157,0,NA,NA,NA,NA,0,0,0,NA,0,1312.83588322474,1315.05810544696,207.790063055337,7.56765126179046e-46,7.43225728917454e-46
"55",55,"unconstrained","1:0","constant",1,0,0,2,3,4,0,5,0,0,0,0,0,0,0,0,TRUE,649.933518579012,1713872785.46574,12.6379611721343,0,0,0.0852713237711122,0.667024129687525,-11.1900470286307,0,-3.83244372733019,NA,NA,0,0,NA,NA,NA,0,NA,1311.86703715802,1315.09780638879,207.829763997172,7.4189109868745e-46,7.28617814860689e-46
"13",13,"unconstrained","0:1","constant",0,1,2,3,4,0,5,6,0,0,0,0,0,0,0,0,TRUE,648.32740240376,1713872785.46574,0,0.0311841278932898,-0.353420112545686,0.15160498109307,0.708579872066534,0,-0.0216920295930582,0.622594019463937,NA,0,NA,NA,NA,NA,0,NA,NA,1310.65480480752,1315.13480480752,207.866762415898,7.28292866002326e-46,7.15262870176044e-46
"76",76,"unconstrained","1:2","constant",1,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,TRUE,649.968379400393,1713872785.46574,0.179117892509677,0.0312054043829948,0,-0.0176337580137776,0.395016613930349,-0.332031540958916,0,0,NA,NA,NA,0,NA,NA,NA,0,0,1311.93675880079,1315.16752803155,207.899485639933,7.16473774057479e-46,7.03655235360465e-46
"30",30,"unconstrained","1:2","constant",1,2,3,0,4,5,6,0,0,0,0,0,0,0,0,0,TRUE,648.355660620306,1713872785.46574,0.306947527370696,0.0310288404736721,-0.319447040080408,0,0.44994710786332,-0.363936850772681,-0.137748559105521,0,NA,NA,NA,NA,0,NA,NA,NA,0,1310.71132124061,1315.19132124061,207.92327884899,7.08000669432238e-46,6.95333724308436e-46
"28",28,"unconstrained","1:2","constant",1,2,3,0,4,0,5,6,0,0,0,0,0,0,0,0,TRUE,648.418502270464,1713872785.46574,0.344105944401576,0.0311523820393602,-0.337667018845883,0,0.248355929650807,0,-0.101613381361708,0.867705326778316,NA,NA,NA,NA,0,NA,0,NA,NA,1310.83700454093,1315.31700454093,208.048962149306,6.648778829035e-46,6.52982453957759e-46
"140",140,"additive","1:2","constant",1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,651.70057232492,1713872785.46574,0.180614069330867,0.0312071740700274,-0.307489169329703,0,0.379827738305297,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,1313.40114464984,1315.62336687206,208.355324480442,5.70448117775388e-46,5.6024214578156e-46
"131",131,"unconstrained","1:2","constant",1,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,TRUE,651.75900368114,1713872785.46574,0.167500430735481,0.0312049708857855,0,0,0.334234995132033,0,-0.160800435974077,0,NA,NA,NA,0,0,NA,0,NA,0,1313.51800736228,1315.7402295845,208.47218719288,5.38071185935628e-46,5.28444474437727e-46
"95",95,"unconstrained","0:1","constant",0,1,0,2,3,0,4,0,0,0,0,0,0,0,0,0,TRUE,651.794014045242,1713872785.46574,0,0.0312154511249015,0,0.100745858930861,0.392360704227192,0,-0.165982121352235,0,NA,0,NA,0,NA,NA,0,NA,0,1313.58802809048,1315.81025031271,208.542207921085,5.19559066680305e-46,5.10263558257283e-46
"109",109,"unconstrained","1:0","constant",1,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,TRUE,652.052298964719,1713872785.46574,10.402613992949,0,0,0,0.773509076153383,-10.7306671578948,0,-4.07919792651304,NA,NA,0,0,0,NA,NA,0,NA,1314.10459792944,1316.32682015166,209.058777760039,4.01294504804657e-46,3.94114885221925e-46
"36",36,"unconstrained","1:2","constant",1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,TRUE,648.938261195688,1713872785.46574,0.393465927213873,0.0311631107888527,-0.304988644858085,0.150507874712381,0.433746346380492,-0.345997734107738,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1311.87652239138,1316.35652239138,209.088479999755,3.95378867660497e-46,3.88305085620457e-46
"50",50,"unconstrained","0:1","constant",0,1,2,3,4,0,5,0,0,0,0,0,0,0,0,0,TRUE,650.718617476276,1713872785.46574,0,0.0311424617709313,-0.26830156130776,0.139620963854153,0.425784710768974,0,-0.169218203463856,0,NA,0,NA,NA,NA,NA,0,NA,0,1313.43723495255,1316.66800418332,209.3999617917,3.38357682386849e-46,3.32304074840901e-46
"26",26,"unconstrained","1:2","constant",1,2,0,3,4,5,6,0,0,0,0,0,0,0,0,0,TRUE,649.108566864253,1713872785.46574,0.251189446484226,0.031058756008077,0,-0.00479375331310852,0.503476300694671,-0.337221713721159,-0.119627865622495,0,NA,NA,NA,0,NA,NA,NA,NA,0,1312.21713372851,1316.69713372851,209.429091336885,3.33465294432853e-46,3.27499217326372e-46
"24",24,"unconstrained","1:2","constant",1,2,0,3,4,0,5,6,0,0,0,0,0,0,0,0,TRUE,649.131783555071,1713872785.46574,0.0140786134127637,0.0312078477720715,0,0.0412343352674648,0.157585888005607,0,0.0184685103600488,0.644464949848577,NA,NA,NA,0,NA,NA,0,NA,NA,1312.26356711014,1316.74356711014,209.475524718521,3.25812513659809e-46,3.19983353590672e-46
"136",136,"additive","1:2","constant",1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,652.411184016679,1713872785.46574,0.0194227876616057,0.0312229748281968,0,0.0640475337267414,0.240672907783591,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,1314.82236803336,1317.04459025558,209.776547863958,2.80286005969446e-46,2.75271367410656e-46
"15",15,"unconstrained","0:1","constant",0,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,TRUE,649.440971756126,1713872785.46574,0,0.0311893324793945,-0.423173390074127,0.391993904177855,0.806342743974268,-0.292313469348337,-0.0355833904143673,0,NA,0,NA,NA,NA,NA,NA,NA,0,1312.88194351225,1317.36194351225,210.09390112063,2.3916026771261e-46,2.34881415844661e-46
"81",81,"unconstrained","1:2","constant",1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,0,TRUE,651.130432960655,1713872785.46574,0.221702878209561,0.031199107709764,-0.236458919776244,0,0.320704024045179,0,-0.169322234175604,0,NA,NA,NA,NA,0,NA,0,NA,0,1314.26086592131,1317.49163515208,210.223592760458,2.24143861261938e-46,2.20133670151923e-46
"158",158,"socialEffectsOnly","1:0","constant",1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,TRUE,654.137740646039,1713872785.46574,8.61222759800749,0,0,0,0,-10.9356593408927,0,-3.40186658372127,NA,NA,0,0,0,0,NA,0,NA,1316.27548129208,1317.70405272065,210.436010329029,2.01558426908432e-46,1.97952315158656e-46
"86",86,"additive","1:2","constant",1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,651.305259570487,1713872785.46574,0.444546238881323,0.0311597143905189,-0.373938992362098,0.120013440135068,0.428432589221126,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1314.61051914097,1317.84128837174,210.573245980121,1.88191765771906e-46,1.8482479894164e-46
"7",7,"unconstrained","1:2","constant",1,2,3,4,5,0,6,7,0,0,0,0,0,0,0,0,TRUE,648.312510538809,1713872785.46574,0.10179073898964,0.0311841073122204,-0.352485669752307,0.152254321989823,0.708020851594899,0,-0.0215193008317544,0.623156248371307,NA,NA,NA,NA,NA,NA,0,NA,NA,1312.62502107762,1318.62502107762,211.356978685996,1.27178946302387e-46,1.24903568886421e-46
"75",75,"unconstrained","1:2","constant",1,2,0,3,4,0,5,0,0,0,0,0,0,0,0,0,TRUE,651.789281466716,1713872785.46574,0.0348940915265007,0.0312154205457932,0,0.100452321500667,0.391206705778782,0,-0.166073932927016,0,NA,NA,NA,0,NA,NA,0,NA,0,1315.57856293343,1318.8093321642,211.541289772579,1.15982530128551e-46,1.13907469457159e-46
"35",35,"unconstrained","1:2","constant",1,2,3,4,5,0,6,0,0,0,0,0,0,0,0,0,TRUE,650.654606040177,1713872785.46574,0.476784154777022,0.0311399813583391,-0.260217888758021,0.137358342591823,0.421113739937522,0,-0.170423248991733,0,NA,NA,NA,NA,NA,NA,0,NA,0,1315.30921208035,1319.78921208035,212.521169688733,7.10582255654584e-47,6.97869122988281e-47
"9",9,"unconstrained","1:2","constant",1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,TRUE,649.424757697022,1713872785.46574,0.0874673916195317,0.0311892236729905,-0.424086100741848,0.390629240441762,0.803814776043927,-0.292084089457243,-0.0354779848421409,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1314.84951539404,1320.84951539404,213.581473002422,4.18188821037306e-47,4.10706942733837e-47
"169",169,"unconstrained","1:0","constant",1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,TRUE,655.842434981987,1713872785.46574,14.3473225625033,0,0.964049250197896,0,0,-10.6281942628557,0,0,NA,NA,0,NA,0,0,NA,0,0,1319.68486996397,1321.11344139254,213.845399000923,3.66489567696638e-47,3.59932648412675e-47
"186",186,"socialEffectsOnly","1:0","constant",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TRUE,659.092741895692,1713872785.46574,13.3467738070521,0,0,0,0,-9.33344038636225,0,0,NA,NA,0,0,0,0,NA,0,0,1324.18548379138,1325.01306999828,217.745027606658,5.21516465022655e-48,5.12185936495191e-48
"20",20,"unconstrained","1:0","constant",1,0,2,3,4,5,0,6,0,0,0,0,0,0,0,0,TRUE,654.834726151374,1713872785.46574,14.5236134161377,0,-0.112255918338531,0.808794033039727,1.10941722944729,-10.4288131184117,0,-5.95743834680616,NA,NA,0,NA,NA,NA,NA,0,NA,1323.66945230275,1328.14945230275,220.881409911126,1.08695423827649e-48,1.06750737857313e-48
"118",118,"unconstrained","1:0","constant",1,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,TRUE,658.772300039153,1713872785.46574,13.5889918659211,0,0.686532053441201,0,0,-9.12680326346084,0,-3.08239555257743,NA,NA,0,NA,0,0,NA,0,NA,1327.54460007831,1329.76682230053,222.498779908906,4.84176634882354e-49,4.75514158801364e-49
"123",123,"unconstrained","1:0","constant",1,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,TRUE,665.926095042905,1713872785.46574,38.0011874315837,0,-0.473844093052454,0.270647705059951,0,0,0,-8.35231535512057,NA,NA,0,NA,NA,0,0,0,NA,1341.85219008581,1344.07441230803,236.806369916412,3.78573432562664e-52,3.71800319057777e-52
"170",170,"additive","1:0","constant",1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,672.581693372725,1713872785.46574,36.7652990390214,0,-0.249792967790944,0,0.573119575504809,0,0,0,NA,NA,0,NA,0,NA,0,0,0,1353.16338674545,1354.59195817402,247.323915782399,1.96921922259102e-54,1.93398762902586e-54
"160",160,"unconstrained","1:0","constant",1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,TRUE,672.806562574661,1713872785.46574,24.8321561562997,0,0,0,0.97722551812351,0,0,-9.01966834680715,NA,NA,0,0,0,NA,0,0,NA,1353.61312514932,1355.04169657789,247.773654186272,1.57265917485461e-54,1.54452249599765e-54
"113",113,"unconstrained","1:0","constant",1,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,TRUE,673.864632837495,1713872785.46574,7.07250402456777,0,0,-0.557397161451065,0,-2.79028231496331,-6.87097780303603,0,NA,NA,0,0,NA,0,NA,NA,0,1357.72926567499,1359.95148789721,252.683445505592,1.35047632273669e-55,1.32631475028392e-55
"120",120,"unconstrained","1:0","constant",1,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,TRUE,674.299446507646,1713872785.46574,22.6419432073053,0,-0.135774705704204,0,0.884570582497976,0,0,-9.2547936030275,NA,NA,0,NA,0,NA,0,0,NA,1358.59889301529,1360.82111523751,253.553072845892,8.74278496437827e-56,8.58636650016724e-56
"53",53,"unconstrained","1:0","constant",1,0,0,2,0,3,4,5,0,0,0,0,0,0,0,0,TRUE,673.306717753062,1713872785.46574,7.12844277644534,0,0,-0.579055534907042,0,-2.82832097262855,-6.87802020058912,-1.01633986620997,NA,NA,0,0,NA,0,NA,NA,NA,1358.61343550612,1361.84420473689,254.576162345272,5.24190003668998e-56,5.14811642464559e-56
"163",163,"unconstrained","1:0","constant",1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,683.025733624647,1713872785.46574,17.509531436259,0,0,0.0309425329521192,0,0,0,-6.92169526453761,NA,NA,0,0,NA,0,0,0,NA,1374.05146724929,1375.48003867787,268.211996286244,5.73462490280971e-59,5.63202587700974e-59
"184",184,"socialEffectsOnly","1:0","constant",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,TRUE,684.419410804983,1713872785.46574,18.5541507247091,0,0,0,0,0,0,-5.32377139893948,184816486.144966,3.56310941803158,0,0,0,0,0,0,NA,1374.83882160997,1375.66640781686,268.398365425241,5.22438858630316e-59,5.13091827421831e-59
"188",188,"additive","1:0","constant",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,692.519038054741,1713872785.46574,17.3807432365332,0,0,0.109362560738543,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1391.03807610948,1391.86566231638,284.597619924756,1.58639762838009e-62,1.55801515281078e-62
"64",64,"unconstrained","1:0","constant",1,0,2,3,4,0,0,5,0,0,0,0,0,0,0,0,TRUE,689.112299588725,1713872785.46574,12.7789655548622,0,-0.261320925008856,-0.0925983032000914,0.0508504344991433,0,0,-7.22627113393169,NA,NA,0,NA,NA,NA,0,0,NA,1390.22459917745,1393.45536840822,286.187326016598,7.16492683888777e-63,7.03673806873163e-63
"167",167,"unconstrained","1:0","constant",1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,697.226152230536,1713872785.46574,9.84521089949337,0,0.213781545101526,0,0,0,0,-6.3029039299922,NA,NA,0,NA,0,0,0,0,NA,1402.45230446107,1403.88087588964,296.612833498022,3.90248798888229e-65,3.83266799670473e-65
"187",187,"additive","1:0","constant",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,699.635300478905,1713872785.46574,13.2226869788607,0,0,0,-0.177252699939827,0,0,0,NA,NA,0,0,0,NA,0,0,0,1405.27060095781,1406.09818716471,298.830144773084,1.28783003435608e-65,1.26478927595248e-65
"171",171,"additive","1:0","constant",1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,702.832096350452,1713872785.46574,11.2455352376271,0,-0.164700874821016,-0.0869508647032598,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,1413.6641927009,1415.09276412947,307.824721737853,1.434534435923e-67,1.40886896728353e-67
"189",189,"additive","1:0","constant",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,720.426753365639,1713872785.46574,4.9986454305034,0,-0.37443260702737,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,1446.85350673128,1447.68109293817,340.413050546552,1.20294366638172e-74,1.18142162259424e-74
"114",114,"unconstrained","1:0","constant",1,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,TRUE,723.65653808624,1713872785.46574,4.36062874695265,0,0,-0.340826196624002,1.13194205995287,0,0,-1.30491469271101,NA,NA,0,0,NA,NA,0,0,NA,1457.31307617248,1459.5352983947,352.267256003081,3.20728299268087e-77,3.14990101633703e-77
"166",166,"additive","1:0","constant",1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,731.772376225566,1713872785.46574,4.43056949510465,0,0,-0.873580981464794,1.14870924636941,0,0,0,NA,NA,0,0,NA,NA,0,0,0,1471.54475245113,1472.9733238797,365.705281488082,3.87353177984525e-80,3.80422984750394e-80
"126",126,"additive","1:0","constant",1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,732.606420688622,1713872785.46574,4.45051777686022,0,0.64154871186416,-0.460021425522888,1.3499917714021,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,1475.21284137724,1477.43506359947,370.167021207845,4.16152639394561e-81,4.08707190719261e-81
"192",192,"noILVs","1:0","constant",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,737.517783064985,1713872785.46574,1.86688501037525,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1479.03556612997,1479.43556612997,372.167523738348,1.53055538052276e-81,1.50317198690314e-81
"200",200,"asocial","0:0","constant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,760.649742696249,1713872785.46574,0,0,0,0,0,0,0,0,185888965.931821,0,0,0,0,0,0,0,0,1523.2994853925,1523.42851765056,416.160475258941,4.28450845701416e-91,4.20785367990642e-91
"199",199,"asocial","0:0","constant",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,760.10438205394,1713872785.46574,0,0,-0.273188459938656,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1524.20876410788,1524.60876410788,417.340721716258,2.37472728690931e-91,2.3322406883424e-91
"197",197,"asocial","0:0","constant",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,760.319414514416,1713872785.46574,0,0,0,0,0.358635403563449,0,0,0,NA,0,0,0,0,NA,0,0,0,1524.63882902883,1525.03882902883,417.77078663721,1.91525379495381e-91,1.88098770486905e-91
"198",198,"asocial","0:0","constant",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,760.426907650587,1713872785.46574,0,0,0,-0.178067601590453,0,0,0,0,NA,0,0,0,NA,0,0,0,0,1524.85381530117,1525.25381530117,417.985772909552,1.72005627391424e-91,1.68928249166769e-91
"195",195,"asocial","0:0","constant",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,759.719580073815,1713872785.46574,0,0,-0.345399483845201,0,0.469250567516068,0,0,0,NA,0,0,NA,0,NA,0,0,0,1525.43916014763,1526.26674635453,418.998703962905,1.03654335574491e-91,1.01799840462758e-91
"196",196,"asocial","0:0","constant",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,759.985166734569,1713872785.46574,0,0,-0.23449615173704,-0.146555320560682,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,1525.97033346914,1526.79791967603,419.529877284412,7.94775829352206e-92,7.80556376955076e-92
"194",194,"asocial","0:0","constant",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,760.197789180348,1713872785.46574,0,0,0,-0.141718802707917,0.311550564504142,0,0,0,NA,0,0,0,NA,NA,0,0,0,1526.3955783607,1527.22316456759,419.95512217597,6.42545514182569e-92,6.31049636962252e-92
"193",193,"asocial","0:0","constant",0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,759.696932164525,1713872785.46574,0,0,-0.24455065629596,-0.0144884974341314,0.401824994509647,0,0,0,NA,0,0,NA,NA,NA,0,0,0,1527.39386432905,1528.82243575762,421.554393366,2.88819538391507e-92,2.83652225136816e-92
