local_identifier,tag_id,timestamp,dateOnly,ground_speed,individual_id,tag_local_identifier,location_long,location_lat,geometry,period,dist_to_carcass
Y27b,1264170592,2024-05-01T13:59:27Z,2024-05-01,0,1267616282,202400,34.7667503356934,30.8279724121094,"c(668979.524260447, 3411872.58910473)",2024-05-01 13:56:00,5804.997894394484
Y27b,1264170592,2024-05-01T14:09:31Z,2024-05-01,0.277777777777778,1267616282,202400,34.7668762207031,30.8281078338623,"c(668991.328963458, 3411887.79060701)",2024-05-01 13:56:00,5786.13259005923
Y27b,1264170592,2024-05-01T14:19:49Z,2024-05-01,0.277777777777778,1267616282,202400,34.7680053710938,30.8276309967041,"c(669100.178050893, 3411836.6424978)",2024-05-01 14:16:00,5738.060748291522
Y27b,1264170592,2024-05-01T14:29:29Z,2024-05-01,0,1267616282,202400,34.7679786682129,30.8277702331543,"c(669097.379541313, 3411852.036091)",2024-05-01 14:16:00,5729.8973826456
Y27b,1264170592,2024-05-01T14:39:32Z,2024-05-01,0,1267616282,202400,34.7676315307617,30.8284759521484,"c(669062.935555095, 3411929.73798912)",2024-05-01 14:36:00,5704.5172106215205
Y27b,1264170592,2024-05-01T14:49:50Z,2024-05-01,2.77777777777778,1267616282,202400,34.7671394348145,30.8287696838379,"c(669015.347712147, 3411961.55301121)",2024-05-01 14:36:00,5719.94721362182
Y27b,1264170592,2024-05-01T14:59:32Z,2024-05-01,0,1267616282,202400,34.7673149108887,30.8288116455078,"c(669032.059848817, 3411966.46976485)",2024-05-01 14:56:00,5704.028293831999
Y27b,1264170592,2024-05-01T15:09:32Z,2024-05-01,0,1267616282,202400,34.7675094604492,30.8291492462158,"c(669050.078249636, 3412004.18621981)",2024-05-01 14:56:00,5665.889753108998
Y27b,1264170592,2024-05-01T15:19:25Z,2024-05-01,8.33333333333333,1267616282,202400,34.774356842041,30.8333702087402,"c(669697.654486086, 3412482.44858921)",2024-05-01 15:16:00,4862.882266321213
Y27b,1264170592,2024-05-01T15:29:40Z,2024-05-01,0,1267616282,202400,34.7665519714356,30.8294486999512,"c(668957.962493785, 3412035.93180934)",2024-05-01 15:16:00,5716.341048131977
Y27b,1264170592,2024-05-01T15:39:31Z,2024-05-01,0,1267616282,202400,34.7666244506836,30.8294506072998,"c(668964.892320145, 3412036.25282224)",2024-05-01 15:36:00,5710.782490718861
Y27b,1264170592,2024-05-01T15:49:24Z,2024-05-01,0,1267616282,202400,34.7662353515625,30.8293800354004,"c(668927.795779676, 3412027.84184894)",2024-05-01 15:36:00,5744.805623119563
Y27b,1264170592,2024-05-01T15:59:47Z,2024-05-01,0,1267616282,202400,34.7667350769043,30.8293190002441,"c(668975.705131362, 3412021.83179848)",2024-05-01 15:56:00,5711.615930122388
Y27b,1264170592,2024-05-01T16:10:20Z,2024-05-01,0.277777777777778,1267616282,202400,34.7665214538574,30.8296127319336,"c(668954.755875474, 3412054.06818494)",2024-05-01 15:56:00,5707.335183151309
Y27b,1264170592,2024-05-01T16:19:38Z,2024-05-01,0,1267616282,202400,34.7687149047852,30.8268451690674,"c(669169.429846083, 3411750.60938818)",2024-05-01 16:16:00,5744.877403700897
Y27b,1264170592,2024-05-01T16:28:24Z,2024-05-01,0.555555555555556,1267616282,202400,34.771614074707,30.8259239196777,"c(669448.382896012, 3411652.88341082)",2024-05-01 16:16:00,5613.24613663411
Y27b,1264170592,2024-05-01T20:29:21Z,2024-05-01,3.05555555555556,1267616282,202400,34.7676582336426,30.8294811248779,"c(669063.727704135, 3412041.19918212)",2024-05-01 20:16:00,5631.600885790601
Y27b,1264170592,2024-05-02T00:28:58Z,2024-05-02,0,1267616282,202400,34.7675628662109,30.8296661376953,"c(669054.280774507, 3412061.56309643)",2024-05-02 00:16:00,5625.781392123156
Y27b,1264170592,2024-05-02T03:26:26Z,2024-05-02,0,1267616282,202400,34.7663345336914,30.829626083374,"c(668936.852240777, 3412055.26555952)",2024-05-02 03:16:00,5720.461666240455
Y27b,1264170592,2024-05-02T03:36:06Z,2024-05-02,0,1267616282,202400,34.7664184570313,30.829626083374,"c(668944.880104639, 3412055.39243643)",2024-05-02 03:36:00,5714.153537753399
Y27b,1264170592,2024-05-02T03:46:41Z,2024-05-02,0,1267616282,202400,34.7664375305176,30.8296680450439,"c(668946.631104151, 3412060.07261439)",2024-05-02 03:36:00,5709.841507625735
Y27b,1264170592,2024-05-02T03:56:11Z,2024-05-02,0,1267616282,202400,34.7662582397461,30.8296756744385,"c(668929.467310308, 3412060.64726177)",2024-05-02 03:56:00,5722.805907084226
Y27b,1264170592,2024-05-02T04:06:01Z,2024-05-02,0,1267616282,202400,34.7663955688477,30.8296585083008,"c(668942.633881502, 3412058.9520514)",2024-05-02 03:56:00,5713.649874446897
Y27b,1264170592,2024-05-02T04:16:41Z,2024-05-02,0,1267616282,202400,34.7664222717285,30.8296031951904,"c(668945.285106257, 3412052.86110839)",2024-05-02 04:16:00,5715.437922324972
Y27b,1264170592,2024-05-02T04:26:04Z,2024-05-02,0,1267616282,202400,34.7662734985352,30.8296566009522,"c(668930.96033396, 3412058.55608285)",2024-05-02 04:16:00,5722.962582973793
Y27b,1264170592,2024-05-02T04:36:10Z,2024-05-02,0,1267616282,202400,34.7662124633789,30.8296909332275,"c(668925.061748535, 3412062.26945845)",2024-05-02 04:36:00,5725.209618206767
Y27b,1264170592,2024-05-02T04:45:50Z,2024-05-02,0.277777777777778,1267616282,202400,34.7676239013672,30.8306751251221,"c(669058.350302502, 3412173.49909616)",2024-05-02 04:36:00,5551.6279681595515
Y27b,1264170592,2024-05-02T04:55:49Z,2024-05-02,0,1267616282,202400,34.7662773132324,30.8296852111816,"c(668931.275117369, 3412061.7332187)",2024-05-02 04:36:00,5720.717613046034
Y27b,1264170592,2024-05-02T05:05:59Z,2024-05-02,0,1267616282,202400,34.7665824890137,30.8295669555664,"c(668960.674527651, 3412049.08627738)",2024-05-02 04:56:00,5705.904924244666
