period,period_start,simplex_id,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15
1,2024-05-01 09:56:00,1,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2024-05-01 09:56:00,2,E12w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2024-05-01 09:56:00,3,E12w,E45w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-05-01 10:16:00,1,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-05-01 10:16:00,2,A32w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024-05-01 10:16:00,3,T18w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-05-01 10:36:00,1,T14w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-05-01 10:36:00,2,E51w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-05-01 10:36:00,3,A00w,A22w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2024-05-01 10:36:00,4,E45w,A56w,E45w,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,1,A29w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,2,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,3,A58w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,4,T18w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,5,E00w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,6,J00w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,7,A56w,E45w,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,8,E45w,E45w,T76w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2024-05-01 10:56:00,9,E45w,E06w,T76w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,1,A29w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,2,T99b,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,3,J16w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,4,J16w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,5,A52w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,6,J16w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,7,T76w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2024-05-01 11:16:00,8,T13b,A78w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-05-01 11:36:00,1,E45w,A52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-05-01 11:36:00,2,E12w,A32w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-05-01 11:36:00,3,A00w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-05-01 11:36:00,4,J12w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2024-05-01 11:36:00,5,E12w,A19w,A32w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-05-01 11:56:00,1,A19w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-05-01 11:56:00,2,T14w,A05w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2024-05-01 11:56:00,3,T90b,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-05-01 12:16:00,1,E52w,E00w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024-05-01 12:16:00,2,A00w,A05w,T14w,J12w,J12w,A39w,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,1,E79w,E37w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,2,J16w,E17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,3,E13w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,4,A29w,A52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,5,E37w,E52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2024-05-01 12:36:00,6,A29w,A58w,J16w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,1,T18w,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,2,A52w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,3,A52w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,4,T14w,A05w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,5,T15w,A16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,6,J39w,A16w,A39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024-05-01 12:56:00,7,A56w,A57w,E13w,E11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,1,Y26b,E38w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,2,A29w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,3,A58w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,4,E52w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,5,E38w,E52w,Y26b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,6,J12w,A00w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,7,J12w,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2024-05-01 13:16:00,8,T15w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,1,E16w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,2,A73w,E16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,3,A78w,A78w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,4,E52w,E79w,T13b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,5,A00w,A31w,E54w,A39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2024-05-01 13:36:00,6,E79w,E52w,T13b,T13b,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2024-05-01 13:56:00,1,J12w,A78w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2024-05-01 13:56:00,2,T15w,A16w,T14w,J39w,E06w,A75w,A39w,A31w,NA,NA,NA,NA,NA,NA,NA
14,2024-05-01 14:16:00,1,T90b,A16w,T15w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2024-05-01 14:36:00,1,J00w,A56w,J11w,E45w,E12w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2024-05-01 14:56:00,1,E16w,A56w,E00w,A58w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2024-05-01 15:16:00,1,E00w,A56w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2024-05-01 15:16:00,2,A56w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2024-05-01 15:16:00,3,A57w,A58w,J00w,E11w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2024-05-01 15:16:00,4,A73w,A57w,Y27b,T18w,J00w,J00w,E11w,E00w,A58w,A58w,NA,NA,NA,NA,NA
17,2024-05-01 15:16:00,5,E11w,A56w,Y27b,T18w,J11w,J00w,J00w,E45w,E45w,E13w,E12w,E00w,A58w,A58w,A57w
18,2024-05-01 15:36:00,1,A58w,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,2,A58w,A56w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,3,A56w,E00w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,4,E00w,E12w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,5,E13w,A57w,J11w,E11w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,6,E45w,A56w,J11w,J00w,A58w,A57w,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2024-05-01 15:36:00,7,J00w,A56w,J11w,E11w,E00w,A58w,A57w,NA,NA,NA,NA,NA,NA,NA,NA
19,2024-05-01 15:56:00,1,T15w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2024-05-01 15:56:00,2,A58w,A57w,J11w,J00w,E45w,E13w,E00w,NA,NA,NA,NA,NA,NA,NA,NA
19,2024-05-01 15:56:00,3,E13w,A56w,T76w,J11w,J00w,E45w,E12w,E00w,A57w,NA,NA,NA,NA,NA,NA
27,2024-05-02 05:36:00,1,J00w,T99b,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2024-05-02 05:36:00,2,A29w,A58w,E16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2024-05-02 05:56:00,1,T79w,A75w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2024-05-02 05:56:00,2,J00w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2024-05-02 06:16:00,1,Y26b,E37w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2024-05-02 06:16:00,2,E76w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2024-05-02 06:16:00,3,T90b,A16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2024-05-02 06:16:00,4,T99b,A56w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2024-05-02 06:16:00,5,E34w,A56w,E11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2024-05-02 06:36:00,1,E12w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2024-05-02 06:36:00,2,A19w,A57w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2024-05-02 06:36:00,3,A57w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,1,E52w,J34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,2,A78w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,3,E12w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,4,E37w,E52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,5,J12w,J39w,T15w,T14w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2024-05-02 06:56:00,6,T15w,A22w,J17w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2024-05-02 07:16:00,1,A00w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2024-05-02 07:16:00,2,J11w,A57w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2024-05-02 07:16:00,3,E54w,J12w,T15w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2024-05-02 07:16:00,4,T14w,A00w,T15w,T15w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2024-05-02 07:16:00,5,A57w,A19w,T99b,J11w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2024-05-02 07:36:00,1,E54w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2024-05-02 07:36:00,2,A39w,T14w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2024-05-02 07:36:00,3,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2024-05-02 07:36:00,4,T79w,A75w,E37w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2024-05-02 07:36:00,5,A00w,J12w,T15w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,1,A00w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,2,A31w,J17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,3,A39w,J17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,4,E38w,T14w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,5,E76w,E76w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,6,J00w,J34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,7,E06w,A75w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,8,E01w,A75w,E79w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,9,J11w,A73w,J11w,E17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2024-05-02 07:56:00,10,A73w,A32w,J11w,E17w,E16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,1,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,2,T79w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,3,T14w,E38w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,4,T18w,E52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,5,A57w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,6,E06w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2024-05-02 08:16:00,7,E00w,E01w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,1,T99b,E16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,2,T99b,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,3,A16w,A00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,4,A78w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,5,E16w,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,6,E52w,E52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,7,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2024-05-02 08:36:00,8,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,1,Y27b,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,2,A57w,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,3,A75w,E34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,4,E13w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,5,E17w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,6,J12w,A00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,7,E12w,A56w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2024-05-02 08:56:00,8,T90b,E16w,J34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2024-05-02 09:16:00,1,A57w,A29w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2024-05-02 09:16:00,2,E76w,A75w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2024-05-02 09:36:00,1,E41w,A32w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2024-05-02 09:36:00,2,E52w,A75w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2024-05-02 09:36:00,3,A57w,A29w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2024-05-02 09:36:00,4,A75w,E76w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,1,E76w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,2,A05w,A22w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,3,A29w,A75w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,4,A57w,A75w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,5,A75w,E34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,6,A00w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,7,E17w,E13w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,8,J11w,A32w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,9,T15w,E52w,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2024-05-02 09:56:00,10,A57w,E34w,E52w,E41w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2024-05-02 10:16:00,1,E76w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2024-05-02 10:16:00,2,E41w,E52w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,1,E16w,A56w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,2,E34w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,3,E41w,A57w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,4,E54w,A56w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,5,A57w,T18w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,6,A56w,J39w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,7,J00w,E01w,E37w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2024-05-02 10:36:00,8,E06w,E01w,J35w,E79w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,1,E06w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,2,E15w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,3,T90b,A57w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,4,T14w,J06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,5,A58w,Y27b,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,6,A58w,Y27b,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2024-05-02 10:56:00,7,Y27b,E00w,T76w,J00w,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,1,E15w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,2,E00w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,3,A56w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,4,E06w,A01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,5,E79w,E00w,Y27b,J00w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2024-05-02 11:16:00,6,E79w,E00w,Y27b,J00w,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,1,A01w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,2,A16w,A39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,3,A31w,A39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,4,E15w,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,5,A52w,E34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,6,E34w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,7,J00w,E00w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,8,T76w,J00w,J34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2024-05-02 11:36:00,9,J34w,E01w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,1,A19w,A29w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,2,A29w,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,3,J34w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,4,E00w,E34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,5,E00w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,6,E01w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,7,J11w,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,8,E54w,A78w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2024-05-02 11:56:00,9,A39w,A78w,T14w,J12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2024-05-02 12:16:00,1,Y27b,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
